0.0000000e+00 1.0000000e+00 -2.0000000e-021.0000000e+00 
2.0000000e-02 9.9960000e-01 -4.0000000e-029.9980001e-01 
4.0000000e-02 9.9880000e-01 -5.9992000e-029.9920011e-01 
6.0000000e-02 9.9760016e-01 -7.9968000e-029.9820054e-01 
8.0000000e-02 9.9600080e-01 -9.9920003e-029.9680171e-01 
1.0000000e-01 9.9400240e-01 -1.1984002e-019.9500417e-01 
1.2000000e-01 9.9160560e-01 -1.3972007e-019.9280864e-01 
1.4000000e-01 9.8881120e-01 -1.5955218e-019.9021600e-01 
1.6000000e-01 9.8562015e-01 -1.7932840e-019.8722728e-01 
1.8000000e-01 9.8203359e-01 -1.9904081e-019.8384369e-01 
2.0000000e-01 9.7805277e-01 -2.1868148e-019.8006658e-01 
2.2000000e-01 9.7367914e-01 -2.3824253e-019.7589745e-01 
2.4000000e-01 9.6891429e-01 -2.5771612e-019.7133797e-01 
2.6000000e-01 9.6375997e-01 -2.7709440e-019.6638998e-01 
2.8000000e-01 9.5821808e-01 -2.9636960e-019.6105544e-01 
3.0000000e-01 9.5229069e-01 -3.1553396e-019.5533649e-01 
3.2000000e-01 9.4598001e-01 -3.3457978e-019.4923542e-01 
3.4000000e-01 9.3928841e-01 -3.5349938e-019.4275467e-01 
3.6000000e-01 9.3221843e-01 -3.7228515e-019.3589682e-01 
3.8000000e-01 9.2477272e-01 -3.9092951e-019.2866464e-01 
4.0000000e-01 9.1695413e-01 -4.0942497e-019.2106099e-01 
4.2000000e-01 9.0876563e-01 -4.2776405e-019.1308894e-01 
4.4000000e-01 9.0021035e-01 -4.4593936e-019.0475166e-01 
4.6000000e-01 8.9129156e-01 -4.6394357e-018.9605250e-01 
4.8000000e-01 8.8201269e-01 -4.8176940e-018.8699492e-01 
5.0000000e-01 8.7237731e-01 -4.9940966e-018.7758256e-01 
5.2000000e-01 8.6238911e-01 -5.1685720e-018.6781918e-01 
5.4000000e-01 8.5205197e-01 -5.3410498e-018.5770868e-01 
5.6000000e-01 8.4136987e-01 -5.5114602e-018.4725511e-01 
5.8000000e-01 8.3034695e-01 -5.6797342e-018.3646265e-01 
6.0000000e-01 8.1898748e-01 -5.8458036e-018.2533561e-01 
6.2000000e-01 8.0729587e-01 -6.0096011e-018.1387846e-01 
6.4000000e-01 7.9527667e-01 -6.1710603e-018.0209576e-01 
6.6000000e-01 7.8293455e-01 -6.3301156e-017.8999223e-01 
6.8000000e-01 7.7027432e-01 -6.4867025e-017.7757272e-01 
7.0000000e-01 7.5730091e-01 -6.6407574e-017.6484219e-01 
7.2000000e-01 7.4401940e-01 -6.7922176e-017.5180573e-01 
7.4000000e-01 7.3043496e-01 -6.9410214e-017.3846856e-01 
7.6000000e-01 7.1655292e-01 -7.0871084e-017.2483601e-01 
7.8000000e-01 7.0237870e-01 -7.2304190e-017.1091354e-01 
8.0000000e-01 6.8791787e-01 -7.3708948e-016.9670671e-01 
8.2000000e-01 6.7317608e-01 -7.5084783e-016.8222121e-01 
8.4000000e-01 6.5815912e-01 -7.6431135e-016.6746283e-01 
8.6000000e-01 6.4287289e-01 -7.7747454e-016.5243747e-01 
8.8000000e-01 6.2732340e-01 -7.9033199e-016.3715114e-01 
9.0000000e-01 6.1151676e-01 -8.0287846e-016.2160997e-01 
9.2000000e-01 5.9545919e-01 -8.1510880e-016.0582016e-01 
9.4000000e-01 5.7915702e-01 -8.2701798e-015.8978803e-01 
9.6000000e-01 5.6261666e-01 -8.3860112e-015.7351999e-01 
